time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,ts
20200326:0030,16.2,25.06,0.0,4.93,22.5,1.66,0.0,2020-03-26 00:30:00+00:00
20200326:0130,74.4,115.65,0.0,18.72,23.27,1.24,0.0,2020-03-26 01:30:00+00:00
20200326:0230,218.45,179.5,0.0,32.34,25.26,1.66,0.0,2020-03-26 02:30:00+00:00
20200326:0330,544.5,135.3,0.0,45.53,27.81,1.38,0.0,2020-03-26 03:30:00+00:00
20200326:0430,619.8,166.35,0.0,57.64,30.7,1.38,0.0,2020-03-26 04:30:00+00:00
20200326:0530,779.96,145.9,0.0,66.82,32.36,1.31,0.0,2020-03-26 05:30:00+00:00
20200326:0630,776.26,159.5,0.0,68.78,33.54,1.66,0.0,2020-03-26 06:30:00+00:00
20200326:0730,606.6,219.05,0.0,61.96,34.25,2.0,0.0,2020-03-26 07:30:00+00:00
20200326:0830,606.35,136.95,0.0,50.71,34.6,2.14,0.0,2020-03-26 08:30:00+00:00
20200326:0930,427.15,126.95,0.0,37.84,34.88,2.21,0.0,2020-03-26 09:30:00+00:00
20200326:1030,242.5,93.75,0.0,24.35,34.81,1.93,0.0,2020-03-26 10:30:00+00:00
20200326:1130,67.2,48.6,0.0,10.61,34.05,0.83,0.0,2020-03-26 11:30:00+00:00
20200326:1230,0.0,0.0,0.0,-3.2,32.17,0.07,0.0,2020-03-26 12:30:00+00:00
20200326:1330,0.0,0.0,0.0,0.0,30.69,0.21,0.0,2020-03-26 13:30:00+00:00
20200326:1430,0.0,0.0,0.0,0.0,28.13,1.03,0.0,2020-03-26 14:30:00+00:00
20200326:1530,0.0,0.0,0.0,0.0,25.47,2.0,0.0,2020-03-26 15:30:00+00:00
20200326:1630,0.0,0.0,0.0,0.0,24.3,2.07,0.0,2020-03-26 16:30:00+00:00
20200326:1730,0.0,0.0,0.0,0.0,24.11,1.31,0.0,2020-03-26 17:30:00+00:00
20200326:1830,0.0,0.0,0.0,0.0,25.38,0.28,0.0,2020-03-26 18:30:00+00:00
20200326:1930,0.0,0.0,0.0,0.0,22.06,1.93,0.0,2020-03-26 19:30:00+00:00
20200326:2030,0.0,0.0,0.0,0.0,21.77,2.07,0.0,2020-03-26 20:30:00+00:00
20200326:2130,0.0,0.0,0.0,0.0,21.58,2.07,0.0,2020-03-26 21:30:00+00:00
20200326:2230,0.0,0.0,0.0,0.0,21.35,2.07,0.0,2020-03-26 22:30:00+00:00
20200326:2330,0.0,0.0,0.0,0.0,21.13,2.07,0.0,2020-03-26 23:30:00+00:00
20200327:0030,28.4,20.75,0.0,5.15,20.94,2.07,0.0,2020-03-27 00:30:00+00:00
20200327:0130,175.8,80.25,0.0,18.94,21.65,1.59,0.0,2020-03-27 01:30:00+00:00
20200327:0230,378.4,108.65,0.0,32.59,26.26,1.66,0.0,2020-03-27 02:30:00+00:00
20200327:0330,565.75,126.8,0.0,45.8,29.42,1.72,0.0,2020-03-27 03:30:00+00:00
20200327:0430,707.75,138.65,0.0,57.96,32.0,1.86,0.0,2020-03-27 04:30:00+00:00
20200327:0530,790.61,144.15,0.0,67.21,33.64,1.79,0.0,2020-03-27 05:30:00+00:00
20200327:0630,797.71,145.55,0.0,69.15,34.7,2.0,0.0,2020-03-27 06:30:00+00:00
20200327:0730,739.05,140.9,0.0,62.2,35.25,2.14,0.0,2020-03-27 07:30:00+00:00
20200327:0830,616.4,131.1,0.0,50.86,35.71,2.21,0.0,2020-03-27 08:30:00+00:00
20200327:0930,447.85,112.7,0.0,37.95,35.92,2.21,0.0,2020-03-27 09:30:00+00:00
20200327:1030,243.65,90.9,0.0,24.44,35.82,1.93,0.0,2020-03-27 10:30:00+00:00
20200327:1130,67.45,48.65,0.0,10.69,35.16,0.62,0.0,2020-03-27 11:30:00+00:00
20200327:1230,0.0,0.0,0.0,-3.11,33.37,1.1,0.0,2020-03-27 12:30:00+00:00
20200327:1330,0.0,0.0,0.0,0.0,31.23,1.79,0.0,2020-03-27 13:30:00+00:00
20200327:1430,0.0,0.0,0.0,0.0,29.4,1.38,0.0,2020-03-27 14:30:00+00:00
20200327:1530,0.0,0.0,0.0,0.0,27.84,1.93,0.0,2020-03-27 15:30:00+00:00
20200327:1630,0.0,0.0,0.0,0.0,26.63,1.79,0.0,2020-03-27 16:30:00+00:00
20200327:1730,0.0,0.0,0.0,0.0,25.95,1.86,0.0,2020-03-27 17:30:00+00:00
20200327:1830,0.0,0.0,0.0,0.0,25.39,2.0,0.0,2020-03-27 18:30:00+00:00
20200327:1930,0.0,0.0,0.0,0.0,24.66,1.86,0.0,2020-03-27 19:30:00+00:00
20200327:2030,0.0,0.0,0.0,0.0,24.26,1.79,0.0,2020-03-27 20:30:00+00:00
20200327:2130,0.0,0.0,0.0,0.0,23.91,1.79,0.0,2020-03-27 21:30:00+00:00
20200327:2230,0.0,0.0,0.0,0.0,23.57,1.79,0.0,2020-03-27 22:30:00+00:00
20200327:2330,0.0,0.0,0.0,0.0,23.2,1.79,0.0,2020-03-27 23:30:00+00:00
20200328:0030,27.8,21.72,0.0,5.38,22.95,1.72,0.0,2020-03-28 00:30:00+00:00
20200328:0130,170.75,81.3,0.0,19.17,23.61,1.31,0.0,2020-03-28 01:30:00+00:00
20200328:0230,368.1,110.75,0.0,32.83,27.71,1.59,0.0,2020-03-28 02:30:00+00:00
20200328:0330,547.8,128.8,0.0,46.07,30.36,2.07,0.0,2020-03-28 03:30:00+00:00
20200328:0430,691.2,141.5,0.0,58.28,32.2,2.28,0.0,2020-03-28 04:30:00+00:00
20200328:0530,770.9,147.7,0.0,67.59,33.63,2.48,0.0,2020-03-28 05:30:00+00:00
20200328:0630,771.15,151.9,0.0,69.51,34.64,2.41,0.0,2020-03-28 06:30:00+00:00
20200328:0730,724.25,143.3,0.0,62.44,35.53,2.07,0.0,2020-03-28 07:30:00+00:00
20200328:0830,604.95,133.0,0.0,51.02,36.07,2.34,0.0,2020-03-28 08:30:00+00:00
20200328:0930,403.85,115.8,0.0,38.06,36.34,2.55,0.0,2020-03-28 09:30:00+00:00
20200328:1030,217.9,86.75,0.0,24.52,36.25,2.48,0.0,2020-03-28 10:30:00+00:00
20200328:1130,59.35,44.75,0.0,10.76,35.59,1.45,0.0,2020-03-28 11:30:00+00:00
20200328:1230,0.0,0.0,0.0,-3.03,34.33,1.1,0.0,2020-03-28 12:30:00+00:00
20200328:1330,0.0,0.0,0.0,0.0,32.72,1.86,0.0,2020-03-28 13:30:00+00:00
20200328:1430,0.0,0.0,0.0,0.0,30.98,2.21,0.0,2020-03-28 14:30:00+00:00
20200328:1530,0.0,0.0,0.0,0.0,29.88,2.28,0.0,2020-03-28 15:30:00+00:00
20200328:1630,0.0,0.0,0.0,0.0,28.96,2.34,0.0,2020-03-28 16:30:00+00:00
20200328:1730,0.0,0.0,0.0,0.0,28.0,2.48,0.0,2020-03-28 17:30:00+00:00
20200328:1830,0.0,0.0,0.0,0.0,27.15,2.41,0.0,2020-03-28 18:30:00+00:00
20200328:1930,0.0,0.0,0.0,0.0,26.27,2.07,0.0,2020-03-28 19:30:00+00:00
20200328:2030,0.0,0.0,0.0,0.0,25.69,1.86,0.0,2020-03-28 20:30:00+00:00
20200328:2130,0.0,0.0,0.0,0.0,25.1,1.86,0.0,2020-03-28 21:30:00+00:00
20200328:2230,0.0,0.0,0.0,0.0,24.6,1.93,0.0,2020-03-28 22:30:00+00:00
20200328:2330,0.0,0.0,0.0,0.0,24.12,1.93,0.0,2020-03-28 23:30:00+00:00
20200329:0030,30.15,22.43,0.0,5.6,23.57,1.79,0.0,2020-03-29 00:30:00+00:00
20200329:0130,179.55,82.3,0.0,19.4,23.87,1.17,0.0,2020-03-29 01:30:00+00:00
20200329:0230,382.95,111.25,0.0,33.07,27.21,1.66,0.0,2020-03-29 02:30:00+00:00
20200329:0330,573.0,129.05,0.0,46.34,29.07,2.69,0.0,2020-03-29 03:30:00+00:00
20200329:0430,717.35,140.6,0.0,58.6,30.8,3.38,0.0,2020-03-29 04:30:00+00:00
20200329:0530,801.25,145.9,0.0,67.98,32.36,3.52,0.0,2020-03-29 05:30:00+00:00
20200329:0630,806.85,147.0,0.0,69.88,33.71,3.52,0.0,2020-03-29 06:30:00+00:00
20200329:0730,749.15,142.0,0.0,62.68,34.52,3.31,0.0,2020-03-29 07:30:00+00:00
20200329:0830,626.2,131.9,0.0,51.17,35.32,3.45,0.0,2020-03-29 08:30:00+00:00
20200329:0930,452.7,115.7,0.0,38.17,35.79,3.59,0.0,2020-03-29 09:30:00+00:00
20200329:1030,249.9,92.35,0.0,24.61,35.9,3.45,0.0,2020-03-29 10:30:00+00:00
20200329:1130,69.65,49.8,0.0,10.84,35.09,2.21,0.0,2020-03-29 11:30:00+00:00
20200329:1230,0.0,0.0,0.0,-2.95,33.41,1.86,0.0,2020-03-29 12:30:00+00:00
20200329:1330,0.0,0.0,0.0,0.0,31.2,2.14,0.0,2020-03-29 13:30:00+00:00
20200329:1430,0.0,0.0,0.0,0.0,29.35,2.41,0.0,2020-03-29 14:30:00+00:00
20200329:1530,0.0,0.0,0.0,0.0,28.11,2.69,0.0,2020-03-29 15:30:00+00:00
20200329:1630,0.0,0.0,0.0,0.0,27.04,2.48,0.0,2020-03-29 16:30:00+00:00
20200329:1730,0.0,0.0,0.0,0.0,26.07,2.14,0.0,2020-03-29 17:30:00+00:00
20200329:1830,0.0,0.0,0.0,0.0,24.92,1.79,0.0,2020-03-29 18:30:00+00:00
20200329:1930,0.0,0.0,0.0,0.0,25.22,0.69,0.0,2020-03-29 19:30:00+00:00
20200329:2030,0.0,0.0,0.0,0.0,23.5,1.1,0.0,2020-03-29 20:30:00+00:00
20200329:2130,0.0,0.0,0.0,0.0,22.25,1.45,0.0,2020-03-29 21:30:00+00:00
20200329:2230,0.0,0.0,0.0,0.0,21.19,1.79,0.0,2020-03-29 22:30:00+00:00
20200329:2330,0.0,0.0,0.0,0.0,20.89,1.79,0.0,2020-03-29 23:30:00+00:00
20200330:0030,34.15,29.85,0.0,5.83,21.63,1.24,0.0,2020-03-30 00:30:00+00:00
20200330:0130,190.85,81.9,0.0,19.63,23.47,0.34,0.0,2020-03-30 01:30:00+00:00
20200330:0230,397.65,109.7,0.0,33.3,26.06,0.34,0.0,2020-03-30 02:30:00+00:00
20200330:0330,587.05,127.8,0.0,46.6,28.79,0.97,0.0,2020-03-30 03:30:00+00:00
20200330:0430,732.1,138.6,0.0,58.91,30.93,1.93,0.0,2020-03-30 04:30:00+00:00
20200330:0530,813.35,144.95,0.0,68.36,32.67,2.97,0.0,2020-03-30 05:30:00+00:00
20200330:0630,812.5,146.7,0.0,70.24,34.05,3.38,0.0,2020-03-30 06:30:00+00:00
20200330:0730,753.3,142.3,0.0,62.91,34.6,2.97,0.0,2020-03-30 07:30:00+00:00
20200330:0830,629.35,132.85,0.0,51.31,35.41,3.17,0.0,2020-03-30 08:30:00+00:00
20200330:0930,450.6,118.9,0.0,38.27,35.86,3.38,0.0,2020-03-30 09:30:00+00:00
20200330:1030,250.9,92.75,0.0,24.69,36.01,3.24,0.0,2020-03-30 10:30:00+00:00
20200330:1130,69.5,50.55,0.0,10.92,35.34,1.93,0.0,2020-03-30 11:30:00+00:00
20200330:1230,0.0,0.0,0.0,-2.87,33.89,0.97,0.0,2020-03-30 12:30:00+00:00
20200330:1330,0.0,0.0,0.0,0.0,31.53,1.86,0.0,2020-03-30 13:30:00+00:00
20200330:1430,0.0,0.0,0.0,0.0,29.4,2.28,0.0,2020-03-30 14:30:00+00:00
20200330:1530,0.0,0.0,0.0,0.0,28.02,1.59,0.0,2020-03-30 15:30:00+00:00
20200330:1630,0.0,0.0,0.0,0.0,26.41,1.52,0.0,2020-03-30 16:30:00+00:00
20200330:1730,0.0,0.0,0.0,0.0,24.93,1.52,0.0,2020-03-30 17:30:00+00:00
20200330:1830,0.0,0.0,0.0,0.0,24.88,0.9,0.0,2020-03-30 18:30:00+00:00
20200330:1930,0.0,0.0,0.0,0.0,23.96,1.03,0.0,2020-03-30 19:30:00+00:00
20200330:2030,0.0,0.0,0.0,0.0,24.32,0.76,0.0,2020-03-30 20:30:00+00:00
20200330:2130,0.0,0.0,0.0,0.0,24.04,0.76,0.0,2020-03-30 21:30:00+00:00
20200330:2230,0.0,0.0,0.0,0.0,23.51,0.76,0.0,2020-03-30 22:30:00+00:00
20200330:2330,0.0,0.0,0.0,0.0,23.16,0.69,0.0,2020-03-30 23:30:00+00:00
20200331:0030,33.65,31.2,0.0,6.05,22.68,0.62,0.0,2020-03-31 00:30:00+00:00
20200331:0130,191.65,83.05,0.0,19.85,22.98,0.41,0.0,2020-03-31 01:30:00+00:00
20200331:0230,398.65,110.8,0.0,33.54,26.42,0.55,0.0,2020-03-31 02:30:00+00:00
20200331:0330,588.15,128.85,0.0,46.86,29.8,0.69,0.0,2020-03-31 03:30:00+00:00
20200331:0430,733.75,139.25,0.0,59.22,32.44,1.1,0.0,2020-03-31 04:30:00+00:00
20200331:0530,812.65,146.25,0.0,68.75,33.73,1.93,0.0,2020-03-31 05:30:00+00:00
20200331:0630,771.2,179.7,0.0,70.6,34.57,2.41,0.0,2020-03-31 06:30:00+00:00
20200331:0730,682.05,198.75,0.0,63.14,35.0,2.34,0.0,2020-03-31 07:30:00+00:00
20200331:0830,610.05,152.9,0.0,51.46,35.42,2.62,0.0,2020-03-31 08:30:00+00:00
20200331:0930,451.8,122.3,0.0,38.37,35.62,2.76,0.0,2020-03-31 09:30:00+00:00
20200331:1030,256.3,94.1,0.0,24.78,35.48,2.69,0.0,2020-03-31 10:30:00+00:00
20200331:1130,72.15,51.6,0.0,11.0,34.68,1.59,0.0,2020-03-31 11:30:00+00:00
20200331:1230,0.0,0.0,0.0,-2.79,33.22,0.83,0.0,2020-03-31 12:30:00+00:00
20200331:1330,0.0,0.0,0.0,0.0,30.67,0.83,0.0,2020-03-31 13:30:00+00:00
20200331:1430,0.0,0.0,0.0,0.0,28.39,1.03,0.0,2020-03-31 14:30:00+00:00
20200331:1530,0.0,0.0,0.0,0.0,26.11,1.38,0.0,2020-03-31 15:30:00+00:00
20200331:1630,0.0,0.0,0.0,0.0,25.06,1.31,0.0,2020-03-31 16:30:00+00:00
20200331:1730,0.0,0.0,0.0,0.0,25.77,0.83,0.0,2020-03-31 17:30:00+00:00
20200331:1830,0.0,0.0,0.0,0.0,22.8,1.59,0.0,2020-03-31 18:30:00+00:00
20200331:1930,0.0,0.0,0.0,0.0,22.39,2.14,0.0,2020-03-31 19:30:00+00:00
20200331:2030,0.0,0.0,0.0,0.0,22.21,2.07,0.0,2020-03-31 20:30:00+00:00
20200331:2130,0.0,0.0,0.0,0.0,21.9,1.93,0.0,2020-03-31 21:30:00+00:00
20200331:2230,0.0,0.0,0.0,0.0,21.63,1.59,0.0,2020-03-31 22:30:00+00:00
20200331:2330,0.0,0.0,0.0,0.0,21.6,1.31,0.0,2020-03-31 23:30:00+00:00
20200401:0030,34.4,32.0,0.0,6.27,21.57,1.17,0.0,2020-04-01 00:30:00+00:00
20200401:0130,185.5,85.5,0.0,20.07,22.76,0.9,0.0,2020-04-01 01:30:00+00:00
20200401:0230,387.8,114.2,0.0,33.77,26.62,1.24,0.0,2020-04-01 02:30:00+00:00
20200401:0330,575.5,131.6,0.0,47.12,29.55,1.38,0.0,2020-04-01 03:30:00+00:00
20200401:0430,716.8,142.4,0.0,59.53,32.18,1.38,0.0,2020-04-01 04:30:00+00:00
20200401:0530,794.95,148.2,0.0,69.13,34.1,1.31,0.0,2020-04-01 05:30:00+00:00
20200401:0630,781.6,157.15,0.0,70.96,35.19,1.17,0.0,2020-04-01 06:30:00+00:00
20200401:0730,689.25,150.95,0.0,63.36,36.11,2.0,0.0,2020-04-01 07:30:00+00:00
20200401:0830,547.9,158.25,0.0,51.6,36.64,2.21,0.0,2020-04-01 08:30:00+00:00
20200401:0930,329.05,131.0,0.0,38.47,36.84,2.34,0.0,2020-04-01 09:30:00+00:00
20200401:1030,206.45,98.25,0.0,24.86,36.65,2.21,0.0,2020-04-01 10:30:00+00:00
20200401:1130,52.95,50.6,0.0,11.07,36.07,1.17,0.0,2020-04-01 11:30:00+00:00
20200401:1230,0.0,0.0,0.0,-2.71,34.48,1.45,0.0,2020-04-01 12:30:00+00:00
20200401:1330,0.0,0.0,0.0,0.0,31.76,2.28,0.0,2020-04-01 13:30:00+00:00
20200401:1430,0.0,0.0,0.0,0.0,30.02,2.21,0.0,2020-04-01 14:30:00+00:00
20200401:1530,0.0,0.0,0.0,0.0,28.81,2.28,0.0,2020-04-01 15:30:00+00:00
20200401:1630,0.0,0.0,0.0,0.0,27.74,2.28,0.0,2020-04-01 16:30:00+00:00
20200401:1730,0.0,0.0,0.0,0.0,27.0,2.21,0.0,2020-04-01 17:30:00+00:00
20200401:1830,0.0,0.0,0.0,0.0,26.31,2.21,0.0,2020-04-01 18:30:00+00:00
20200401:1930,0.0,0.0,0.0,0.0,25.8,2.14,0.0,2020-04-01 19:30:00+00:00
20200401:2030,0.0,0.0,0.0,0.0,25.41,2.0,0.0,2020-04-01 20:30:00+00:00
20200401:2130,0.0,0.0,0.0,0.0,25.14,1.93,0.0,2020-04-01 21:30:00+00:00
20200401:2230,0.0,0.0,0.0,0.0,24.94,1.93,0.0,2020-04-01 22:30:00+00:00
20200401:2330,0.0,0.0,0.0,0.0,24.78,1.93,0.0,2020-04-01 23:30:00+00:00
20200402:0030,33.1,32.95,0.0,6.49,24.67,1.93,0.0,2020-04-02 00:30:00+00:00
20200402:0130,177.6,87.6,0.0,20.29,25.46,1.72,0.0,2020-04-02 01:30:00+00:00
20200402:0230,379.55,115.2,0.0,34.0,27.72,1.93,0.0,2020-04-02 02:30:00+00:00
20200402:0330,559.7,133.8,0.0,47.38,30.9,1.79,0.0,2020-04-02 03:30:00+00:00
20200402:0430,678.3,154.45,0.0,59.84,33.56,1.72,0.0,2020-04-02 04:30:00+00:00
20200402:0530,781.15,156.15,0.0,69.51,35.54,1.79,0.0,2020-04-02 05:30:00+00:00
20200402:0630,755.2,148.85,0.0,71.31,36.71,2.07,0.0,2020-04-02 06:30:00+00:00
20200402:0730,701.25,155.1,0.0,63.58,37.11,2.41,0.0,2020-04-02 07:30:00+00:00
20200402:0830,353.45,173.75,0.0,51.73,37.7,2.69,0.0,2020-04-02 08:30:00+00:00
20200402:0930,305.2,134.45,0.0,38.57,37.03,3.59,0.0,2020-04-02 09:30:00+00:00
20200402:1030,159.95,98.75,0.0,24.94,35.55,4.14,0.0,2020-04-02 10:30:00+00:00
20200402:1130,53.05,45.5,0.0,11.15,34.34,3.59,0.0,2020-04-02 11:30:00+00:00
20200402:1230,0.0,0.0,0.0,-2.63,32.72,2.21,0.0,2020-04-02 12:30:00+00:00
20200402:1330,0.0,0.0,0.0,0.0,31.24,2.28,0.0,2020-04-02 13:30:00+00:00
20200402:1430,0.0,0.0,0.0,0.0,29.78,2.62,0.0,2020-04-02 14:30:00+00:00
20200402:1530,0.0,0.0,0.0,0.0,28.75,2.55,0.0,2020-04-02 15:30:00+00:00
20200402:1630,0.0,0.0,0.0,0.0,27.81,2.34,0.0,2020-04-02 16:30:00+00:00
20200402:1730,0.0,0.0,0.0,0.0,27.15,2.21,0.0,2020-04-02 17:30:00+00:00
20200402:1830,0.0,0.0,0.0,0.0,26.66,2.07,0.0,2020-04-02 18:30:00+00:00
20200402:1930,0.0,0.0,0.0,0.0,26.48,2.14,0.0,2020-04-02 19:30:00+00:00
20200402:2030,0.0,0.0,0.0,0.0,26.17,2.14,0.0,2020-04-02 20:30:00+00:00
20200402:2130,0.0,0.0,0.0,0.0,25.83,2.0,0.0,2020-04-02 21:30:00+00:00
20200402:2230,0.0,0.0,0.0,0.0,25.54,1.86,0.0,2020-04-02 22:30:00+00:00
20200402:2330,0.0,0.0,0.0,0.0,25.25,1.79,0.0,2020-04-02 23:30:00+00:00
20200403:0030,34.2,33.85,0.0,6.71,25.03,1.59,0.0,2020-04-03 00:30:00+00:00
20200403:0130,182.25,87.2,0.0,20.51,25.59,0.97,0.0,2020-04-03 01:30:00+00:00
20200403:0230,379.65,116.05,0.0,34.23,28.53,1.03,0.0,2020-04-03 02:30:00+00:00
20200403:0330,561.5,134.95,0.0,47.63,30.56,0.55,0.0,2020-04-03 03:30:00+00:00
20200403:0430,699.5,146.45,0.0,60.14,32.45,0.34,0.0,2020-04-03 04:30:00+00:00
20200403:0530,757.15,156.75,0.0,69.88,34.14,0.83,0.0,2020-04-03 05:30:00+00:00
20200403:0630,704.4,169.15,0.0,71.66,35.41,1.03,0.0,2020-04-03 06:30:00+00:00
20200403:0730,719.85,150.3,0.0,63.8,35.67,1.66,0.0,2020-04-03 07:30:00+00:00
20200403:0830,487.25,147.25,0.0,51.87,36.2,1.72,0.0,2020-04-03 08:30:00+00:00
